Test Step,Description,Test Class,Started,Finished,Duration(sec),Status,FailureMessage,Additional Parameters,

navigateToUrlTest,,LaunchApplicationPageTest,10:07:30 AM,10:07:36 AM,5.6,PASS,,
verifyLoginPageTest,,LoginPageTest,10:07:36 AM,10:07:36 AM,0.1,PASS,,
enterEmailOrUsernameTest,,LoginPageTest,10:07:37 AM,10:07:37 AM,0.1,PASS,,
enterPasswordTest,,LoginPageTest,10:07:37 AM,10:07:37 AM,0.1,PASS,,
clickSignInButtonTest,,LoginPageTest,10:07:38 AM,10:07:44 AM,6.9,PASS,,
validateSecurityQuestionsPageTest,,SecurityQuestionsPageTest,10:07:45 AM,10:07:54 AM,9.7,PASS,,
verifyPhoneVerificationPageTest,,PhoneVerificationPageTest,10:07:55 AM,10:08:00 AM,5.1,PASS,,
verifySkipThisForNowLinkTest,,PhoneVerificationPageTest,10:08:00 AM,10:08:05 AM,5.1,PASS,,
verifyEMPDashboardPageTest,,DashboardPageTest,10:08:06 AM,10:08:06 AM,0.2,PASS,,
clickPostAJobTopNavTest,,DashboardPageTest,10:08:06 AM,10:08:10 AM,3.9,PASS,,
verifyPostAJobPageTest,,PostAJobPageTest,10:08:10 AM,10:08:11 AM,0.8,PASS,,
enterRandomJobTitleTest,,PostAJobPageTest,10:08:12 AM,10:08:12 AM,0.3,PASS,,
enterJobDescriptionTest,,PostAJobPageTest,10:08:12 AM,10:08:19 AM,6.5,PASS,,
clickCategoryTest,,PostAJobPageTest,10:08:19 AM,10:08:19 AM,0.1,PASS,,
enterKeywordsTest,,PostAJobPageTest,10:08:19 AM,10:08:35 AM,15.8,PASS,,
selectFixedPriceBudgetTest,,PostAJobPageTest,10:08:35 AM,10:08:36 AM,0.1,PASS,,
clickFeatureMyJobTest,,PostAJobPageTest,10:08:36 AM,10:08:36 AM,0.1,PASS,,
clickPostJobButtonTest,,PostAJobPageTest,10:08:36 AM,10:08:41 AM,4.4,PASS,,
verifyPayForFeaturingJobTest,,PayNowPageTest,10:08:41 AM,10:08:42 AM,1.0,PASS,,
verifyPaymentMethodTest,,PayNowPageTest,10:08:42 AM,10:08:42 AM,0.2,PASS,,
selectAgreeToPayCheckboxTest,,PayNowPageTest,10:08:43 AM,10:08:43 AM,0.1,PASS,,
clickToPayTest,,PayNowPageTest,10:08:43 AM,10:08:43 AM,0.1,PASS,,
verifyJobPostedTest,,PayNowPageTest,10:08:43 AM,10:08:52 AM,8.9,PASS,,
clickDashboardTopNavTest,,DashboardPageTest,10:08:53 AM,10:08:55 AM,2.6,PASS,,
verifyEMPDashboardPageTest,,DashboardPageTest,10:08:55 AM,10:08:56 AM,0.2,PASS,,
clickRandomJobnamePostedTest,,DashboardPageTest,10:08:56 AM,10:09:02 AM,6.6,PASS,,
verifyQuotesPageTest,,HirePageTest,10:09:03 AM,10:09:09 AM,5.7,PASS,,
getTinyURLTest,,HirePageTest,10:09:09 AM,10:09:12 AM,2.9,PASS,,
signOutEmployerTest,,DashboardPageTest,10:09:12 AM,10:09:18 AM,6.3,PASS,,
verifyLoginPageTest,,LoginPageTest,10:09:19 AM,10:09:19 AM,0.1,PASS,,
enterEmailOrUsernameTest,,LoginPageTest,10:09:19 AM,10:09:19 AM,0.1,PASS,,
enterPasswordTest,,LoginPageTest,10:09:19 AM,10:09:20 AM,0.1,PASS,,
clickSignInButtonTest,,LoginPageTest,10:09:20 AM,10:09:23 AM,3.4,PASS,,
validateSecurityQuestionsPageTest,,SecurityQuestionsPageTest,10:09:24 AM,10:09:33 AM,9.8,PASS,,
verifyPhoneVerificationPageTest,,PhoneVerificationPageTest,10:09:34 AM,10:09:39 AM,5.1,PASS,,
verifySkipThisForNowLinkTest,,PhoneVerificationPageTest,10:09:39 AM,10:09:44 AM,5.1,PASS,,
verifyFLDashboardPageTest,,DashboardPageTest,10:09:44 AM,10:09:45 AM,0.2,PASS,,
launchTinyURLTest,,DashboardPageTest,10:09:45 AM,10:09:52 AM,7.5,PASS,,
verifyJobDetailsPageTest,,JobDetailsPageTest,10:09:53 AM,10:09:54 AM,1.3,PASS,,
clickApplyTest,,JobDetailsPageTest,10:09:54 AM,10:09:54 AM,0.1,PASS,,
verifyApplyQuotesFormTest,,JobDetailsPageTest,10:09:55 AM,10:09:57 AM,2.0,PASS,,
selectAgreementTypeTest,,JobDetailsPageTest,10:09:57 AM,10:09:57 AM,0.1,PASS,,
clickAcceptManuallyTest,,JobDetailsPageTest,10:09:57 AM,10:09:57 AM,0.0,PASS,,
clickToSubmitQuoteTest,,JobDetailsPageTest,10:09:58 AM,10:09:58 AM,0.1,PASS,,
verifyQuoteSubmittedTest,,JobDetailsPageTest,10:09:58 AM,10:09:59 AM,1.4,PASS,,
signOutFlTest,,DashboardPageTest,10:10:00 AM,10:10:07 AM,7.7,PASS,,
verifyLoginPageTest,,LoginPageTest,10:10:07 AM,10:10:08 AM,0.1,PASS,,
enterEmailOrUsernameTest,,LoginPageTest,10:10:08 AM,10:10:08 AM,0.1,PASS,,
enterPasswordTest,,LoginPageTest,10:10:08 AM,10:10:08 AM,0.1,PASS,,
clickSignInButtonTest,,LoginPageTest,10:10:09 AM,10:10:22 AM,13.0,PASS,,
validateSecurityQuestionsPageTest,,SecurityQuestionsPageTest,10:10:22 AM,10:10:27 AM,5.1,PASS,,
verifyPhoneVerificationPageTest,,PhoneVerificationPageTest,10:10:27 AM,10:10:32 AM,5.1,PASS,,
verifySkipThisForNowLinkTest,,PhoneVerificationPageTest,10:10:33 AM,10:10:38 AM,5.1,PASS,,
verifyEMPDashboardPageTest,,DashboardPageTest,10:10:38 AM,10:10:38 AM,0.2,PASS,,
clickRandomJobnamePostedTest,,DashboardPageTest,10:10:38 AM,10:10:41 AM,2.8,PASS,,
verifyQuotesPageTest,,HirePageTest,10:10:42 AM,10:10:48 AM,6.1,PASS,,
clickHireBtnTest,,HirePageTest,10:10:48 AM,10:10:49 AM,0.7,PASS,,
clickHireInHirePopupTest,,HirePageTest,10:10:49 AM,10:10:54 AM,5.2,PASS,,
signOutEmployerTest,,DashboardPageTest,10:10:54 AM,10:11:00 AM,5.0,PASS,,
verifyLoginPageTest,,LoginPageTest,10:11:00 AM,10:11:00 AM,0.1,PASS,,
